battery_current_A,battery_voltage_V,state_of_charge_percent,ambient_temperature_C,battery_temperature_C,coolant_inlet_temperature_C,coolant_flow_rate_kg_s,coolant_pressure_Pa,nanoparticle_concentration_percent,reynolds_number,heat_transfer_coefficient_W_m2K,microchannel_width_mm,microchannel_height_mm,discharge_rate_C,max_battery_temperature_C,temperature_rise_C,thermal_risk_score,thermal_risk_label,hotspot_risk_score
3.596,3.431,94.27,26.91,30.53,21.03,0.03028,108786.8,4.524,8000.0,20989.6,0.331,0.756,1.026,28.99,2.09,0.0,NORMAL,0.0
11.562,3.416,23.97,30.42,43.17,30.31,0.01527,163125.4,1.239,8000.0,20570.7,0.329,0.393,2.626,40.6,10.18,40.42,CAUTION,38.39
7.471,3.632,95.31,33.45,41.03,33.07,0.00683,161161.9,3.789,8000.0,20829.62,0.872,0.349,3.423,40.83,7.38,30.89,CAUTION,30.25
4.102,3.736,27.61,26.35,28.73,19.5,0.03513,97147.4,4.331,8000.0,21075.99,0.393,0.689,0.744,27.68,1.32,0.0,NORMAL,0.0
14.529,4.015,34.3,42.07,55.0,35.06,0.01299,116849.4,4.964,8000.0,20982.55,0.921,0.423,3.109,58.67,16.6,100.0,CRITICAL,66.49
2.811,4.193,67.43,24.21,25.91,24.27,0.03311,137285.4,2.145,8000.0,20670.29,0.506,0.392,1.107,24.32,0.12,0.0,NORMAL,0.0
5.365,4.013,10.59,31.31,38.25,25.94,0.0235,189375.0,3.33,8000.0,20863.41,0.995,0.567,2.03,34.07,2.76,2.31,NORMAL,0.0
2.564,3.491,73.82,27.62,29.86,21.82,0.0202,99525.5,0.942,8000.0,20554.45,0.606,0.238,0.8,28.02,0.39,0.0,NORMAL,2.77
11.338,3.986,91.32,35.33,45.77,39.73,0.01195,88714.1,2.795,8000.0,20922.37,0.406,0.649,3.103,46.79,11.46,65.08,HIGH,45.14
2.819,3.831,42.02,21.47,24.2,24.97,0.02154,95971.8,2.228,8000.0,20749.45,0.459,0.251,1.318,22.0,0.02,0.0,NORMAL,1.04
3.253,3.691,64.48,22.33,24.99,23.46,0.02338,108132.8,0.689,8000.0,20539.8,0.45,0.269,0.996,23.12,0.8,0.0,NORMAL,0.0
1.423,3.835,42.16,28.57,30.16,24.26,0.03653,153239.4,4.589,8000.0,20893.6,0.414,0.286,1.267,29.56,0.99,0.0,NORMAL,0.0
11.149,3.64,72.27,40.21,51.18,30.6,0.00877,83683.5,4.51,8000.0,20792.36,0.857,0.781,4.7,54.67,14.46,100.0,CRITICAL,80.73
8.75,3.832,57.42,32.42,41.2,32.78,0.01196,84044.2,4.793,8000.0,20997.37,0.4,0.212,3.74,40.57,8.15,35.87,CAUTION,25.34
8.811,3.937,55.24,27.99,36.53,22.83,0.01046,186717.9,0.901,8000.0,20523.87,0.64,0.264,2.142,34.19,6.2,2.7,NORMAL,13.29
7.971,3.214,14.71,33.12,40.66,29.72,0.01216,94303.0,0.094,8000.0,20366.04,0.874,0.355,2.806,40.37,7.24,32.6,CAUTION,29.84
7.397,3.816,69.55,36.78,46.74,34.5,0.01714,119333.3,3.714,8000.0,20774.56,0.722,0.742,2.047,43.45,6.67,45.75,CAUTION,31.34
7.552,3.353,55.54,30.96,38.15,29.45,0.02304,123272.9,1.354,8000.0,20737.58,0.826,0.415,1.986,35.08,4.12,5.28,NORMAL,0.0
4.857,3.537,38.88,24.27,29.62,18.01,0.03507,175364.5,3.144,8000.0,20796.74,0.376,0.764,1.117,24.6,0.34,0.0,NORMAL,0.0
10.162,3.644,53.17,36.53,45.63,30.07,0.01053,189451.8,2.669,8000.0,20782.5,0.88,0.302,3.434,48.98,12.45,78.32,CRITICAL,55.3
4.911,4.172,39.74,30.58,35.55,24.88,0.02792,172574.6,2.892,8000.0,20806.35,0.718,0.313,2.379,33.12,2.54,0.0,NORMAL,0.0
2.031,3.526,34.4,27.89,29.72,20.72,0.02763,140159.5,2.48,8000.0,20898.47,0.303,0.231,1.225,29.35,1.46,0.0,NORMAL,0.0
1.495,4.019,20.91,27.85,31.51,24.43,0.02442,144957.5,0.051,8000.0,20449.42,0.876,0.301,1.117,28.97,1.11,0.0,NORMAL,0.0
7.298,3.537,29.79,34.29,41.38,29.5,0.01909,132630.0,1.336,8000.0,20623.55,0.76,0.731,1.712,40.18,5.88,27.43,CAUTION,17.73
4.839,3.429,21.67,29.61,33.62,19.47,0.02656,197629.5,4.611,8000.0,21038.79,0.311,0.46,1.319,30.57,0.96,0.0,NORMAL,1.53
11.917,3.634,10.91,44.38,54.19,39.23,0.01257,195324.3,2.114,8000.0,20711.26,0.851,0.571,3.727,61.44,17.06,100.0,CRITICAL,74.61
4.882,3.29,76.4,29.48,34.56,24.91,0.0273,171312.7,1.584,8000.0,20683.92,0.991,0.368,1.055,32.99,3.52,0.0,NORMAL,0.0
1.873,4.019,18.5,21.88,24.61,21.75,0.03223,185701.3,0.119,8000.0,20498.77,0.755,0.311,1.463,22.42,0.54,0.0,NORMAL,0.0
7.792,3.698,45.54,35.13,44.51,30.83,0.01404,146592.8,1.856,8000.0,20621.32,0.893,0.5,3.888,43.24,8.11,44.62,CAUTION,41.08
3.204,3.888,68.27,28.86,31.86,22.26,0.025,147546.5,1.111,8000.0,20700.92,0.902,0.237,1.413,32.21,3.35,0.0,NORMAL,0.03
2.117,3.998,73.69,24.51,26.92,22.05,0.02829,169368.1,2.604,8000.0,20739.2,0.997,0.754,0.72,25.51,1.0,0.0,NORMAL,0.0
5.689,3.609,16.9,27.72,33.68,27.69,0.01279,122109.2,3.462,8000.0,20882.9,0.478,0.507,1.227,30.57,2.85,0.0,NORMAL,5.42
8.33,3.651,89.33,31.18,38.91,34.27,0.0089,159378.4,0.307,8000.0,20553.56,0.635,0.372,3.998,41.33,10.15,38.21,CAUTION,38.51
3.437,3.454,18.05,27.15,31.64,23.93,0.01952,130744.6,3.56,8000.0,20561.55,0.58,0.206,1.061,28.39,1.24,0.0,NORMAL,0.0
4.312,3.914,56.19,23.5,25.96,24.36,0.02858,190619.0,0.113,8000.0,20503.45,0.79,0.24,1.264,24.32,0.82,0.0,NORMAL,0.0
11.817,4.032,84.0,30.41,42.29,33.2,0.01953,122693.8,3.418,8000.0,20846.49,0.744,0.366,3.759,39.49,9.08,27.84,CAUTION,23.53
10.6,3.774,51.2,43.07,53.26,38.84,0.00839,156341.7,0.773,8000.0,20392.29,0.618,0.304,4.295,59.19,16.12,100.0,CRITICAL,82.44
6.828,3.239,99.97,33.53,39.74,29.8,0.01577,82356.1,1.741,8000.0,20567.97,0.951,0.494,2.005,38.59,5.07,20.16,NORMAL,17.3
3.284,3.912,73.52,25.17,29.04,22.8,0.01841,149833.9,0.614,8000.0,20541.36,0.932,0.502,0.904,25.17,0.0,0.0,NORMAL,2.29
2.723,3.867,40.49,29.35,33.61,19.7,0.03419,173068.0,2.772,8000.0,20737.5,0.391,0.279,1.465,30.6,1.26,0.0,NORMAL,0.0
3.864,3.543,16.86,20.2,24.28,24.56,0.02734,179959.8,3.959,8000.0,20968.1,0.618,0.59,1.326,22.0,0.0,0.0,NORMAL,0.0
2.511,3.609,84.26,22.63,25.17,24.04,0.02827,185296.1,2.802,8000.0,20901.66,0.305,0.756,1.495,22.63,0.0,0.0,NORMAL,0.0
8.555,3.695,88.34,30.18,37.21,28.78,0.02106,140611.7,4.516,8000.0,20902.42,0.712,0.586,1.684,34.85,4.67,4.75,NORMAL,6.03
4.859,3.991,66.76,23.28,26.4,22.28,0.02213,150386.7,0.16,8000.0,20444.91,0.904,0.489,1.239,23.28,0.0,0.0,NORMAL,0.83
8.024,3.881,39.76,33.86,40.53,24.03,0.0174,118168.4,1.786,8000.0,20673.34,0.738,0.31,1.673,40.34,6.47,31.3,CAUTION,14.26
4.667,3.717,60.93,28.65,34.14,24.54,0.01838,194423.1,1.899,8000.0,20773.53,0.524,0.517,2.308,30.75,2.1,0.0,NORMAL,0.0
7.696,4.006,10.25,27.16,34.46,22.65,0.02872,155876.5,1.596,8000.0,20658.47,0.943,0.732,1.384,30.97,3.82,0.0,NORMAL,0.0
2.659,4.059,47.56,25.77,28.1,19.55,0.02203,110737.7,2.105,8000.0,20795.24,0.899,0.666,0.73,25.77,0.0,0.0,NORMAL,0.0
9.071,3.252,98.77,38.99,47.44,30.71,0.01127,187025.6,2.858,8000.0,20871.81,0.917,0.485,2.863,49.12,10.13,81.23,CRITICAL,55.6
8.821,3.27,29.18,26.17,35.53,29.65,0.01654,156453.1,0.97,8000.0,20644.21,0.818,0.496,2.308,30.37,4.2,0.0,NORMAL,1.78
5.576,3.676,71.46,25.83,31.88,28.02,0.01456,162142.2,1.003,8000.0,20595.69,0.361,0.726,1.78,28.49,2.66,0.0,NORMAL,0.0
3.629,3.982,19.45,26.86,30.51,20.18,0.03272,95170.9,0.709,8000.0,20484.34,0.708,0.273,0.693,27.97,1.1,0.0,NORMAL,0.0
4.995,3.31,75.69,27.32,30.63,22.13,0.03668,82501.3,1.487,8000.0,20662.8,0.689,0.351,1.09,28.95,1.64,0.0,NORMAL,0.0
12.764,4.063,49.6,37.37,49.52,30.43,0.00875,150498.4,3.225,8000.0,20774.38,0.952,0.273,4.356,54.02,16.65,100.0,CRITICAL,83.9
4.264,3.337,40.67,20.52,25.99,21.03,0.01892,100185.8,2.573,8000.0,20895.74,0.861,0.649,1.172,22.0,0.3,0.0,NORMAL,0.0
4.436,3.895,55.5,20.94,25.52,24.07,0.03032,162605.1,1.436,8000.0,20731.52,0.471,0.605,1.167,22.0,0.0,0.0,NORMAL,0.0
1.691,4.003,83.68,28.0,27.93,20.53,0.02572,152466.2,4.799,8000.0,20968.0,0.83,0.648,0.95,29.21,1.22,0.0,NORMAL,0.0
5.928,3.245,85.45,30.2,35.67,27.22,0.0185,119140.1,3.168,8000.0,20808.47,0.563,0.562,1.16,33.33,3.13,0.0,NORMAL,0.24
12.491,4.049,41.76,36.66,49.35,36.69,0.00943,132320.0,1.348,8000.0,20519.49,0.566,0.672,3.726,52.2,15.55,95.2,CRITICAL,73.01
4.603,4.041,66.96,25.5,29.42,24.68,0.01693,179519.1,0.23,8000.0,20484.62,0.939,0.673,1.176,27.21,1.7,0.0,NORMAL,0.0
11.576,3.346,39.07,38.54,49.9,37.9,0.00585,161590.4,1.177,8000.0,20782.08,0.356,0.717,3.446,55.52,16.97,100.0,CRITICAL,73.06
1.962,3.409,50.66,22.83,27.09,23.47,0.03937,117200.8,2.44,8000.0,20775.39,0.419,0.247,0.682,23.11,0.28,0.0,NORMAL,0.0
8.649,4.06,69.06,33.62,40.2,23.36,0.01958,140196.7,1.031,8000.0,20594.5,0.59,0.237,2.359,39.86,6.24,33.15,CAUTION,32.99
5.634,4.166,33.01,27.92,32.2,23.14,0.01051,134501.6,1.617,8000.0,20695.35,0.611,0.494,2.076,31.68,3.75,0.0,NORMAL,0.0
3.732,3.684,39.24,21.23,23.81,22.83,0.01773,85795.3,4.942,8000.0,20971.8,0.936,0.251,0.548,22.0,0.22,0.0,NORMAL,0.0
1.557,3.326,24.93,21.46,21.71,19.4,0.03377,123017.6,4.678,8000.0,20964.64,0.743,0.311,0.73,22.0,0.0,0.0,NORMAL,0.0
1.142,3.48,64.14,29.06,31.09,19.86,0.01962,94640.7,2.548,8000.0,20753.46,0.701,0.475,1.376,30.28,1.22,0.0,NORMAL,0.0
10.943,3.538,86.1,42.2,53.03,38.28,0.01431,100460.3,4.189,8000.0,21058.06,0.802,0.745,3.5,53.74,11.54,97.03,CRITICAL,71.25
6.942,3.831,92.63,25.09,31.76,28.3,0.02456,120468.3,1.402,8000.0,20461.52,0.346,0.381,2.326,28.16,3.07,0.0,NORMAL,0.0
10.359,3.922,94.84,42.09,52.54,35.8,0.01457,199479.6,3.729,8000.0,20815.03,0.669,0.782,4.609,54.48,12.39,100.0,CRITICAL,66.26
10.048,3.807,80.16,34.25,44.08,32.2,0.01881,151391.1,4.478,8000.0,20763.95,0.78,0.729,3.403,42.07,7.81,43.64,CAUTION,29.55
1.909,4.09,52.57,20.18,22.31,18.46,0.03661,117167.5,4.166,8000.0,20880.39,0.897,0.523,1.119,22.0,0.0,0.0,NORMAL,0.0
9.385,3.211,83.12,39.4,47.62,30.48,0.00831,99722.1,3.164,8000.0,20807.31,0.312,0.502,3.003,51.23,11.83,86.54,CRITICAL,64.31
2.633,3.59,33.01,21.17,23.99,22.53,0.0298,125776.2,4.14,8000.0,20962.69,0.485,0.68,1.161,22.0,0.0,0.0,NORMAL,0.0
3.443,3.492,55.98,20.17,24.47,18.69,0.01914,113026.9,0.035,8000.0,20409.87,0.449,0.226,0.674,22.0,0.0,0.0,NORMAL,0.0
11.413,3.952,92.66,31.2,42.46,28.83,0.00768,184799.3,1.928,8000.0,20622.95,0.904,0.368,3.336,44.23,13.03,50.17,HIGH,41.65
7.975,3.881,62.03,35.08,42.24,28.9,0.01718,143185.5,3.844,8000.0,20936.99,0.576,0.365,3.291,41.33,6.24,37.26,CAUTION,29.27
3.465,4.091,65.0,27.74,30.95,19.09,0.01699,192167.3,2.034,8000.0,20742.12,0.964,0.263,0.812,29.95,2.21,0.0,NORMAL,0.46
4.458,3.513,65.92,33.87,36.28,28.15,0.02047,119038.7,0.934,8000.0,20568.81,0.833,0.227,1.565,37.62,3.75,16.24,NORMAL,7.28
5.857,4.056,82.34,31.49,34.49,22.77,0.01962,95445.3,3.871,8000.0,20698.39,0.904,0.67,1.115,33.59,2.1,0.0,NORMAL,0.0
8.49,3.738,17.57,32.93,41.28,33.23,0.01511,182322.2,3.052,8000.0,20802.24,0.886,0.251,3.435,41.26,8.33,33.08,CAUTION,37.58
4.309,3.353,43.64,34.94,39.6,27.92,0.02651,156717.3,2.621,8000.0,20778.04,0.411,0.489,1.082,38.52,3.59,23.32,NORMAL,8.3
3.367,4.029,94.29,24.39,28.46,18.96,0.0335,162966.7,1.694,8000.0,20678.13,0.334,0.572,1.257,24.39,0.0,0.0,NORMAL,0.0
4.171,3.434,96.86,20.79,21.67,23.75,0.03113,98566.5,0.487,8000.0,20416.75,0.71,0.502,1.001,22.0,0.11,0.0,NORMAL,0.0
2.852,3.96,60.3,22.37,27.72,21.7,0.02126,117664.5,4.318,8000.0,20839.38,0.35,0.653,0.991,22.37,0.0,0.0,NORMAL,6.7
6.313,3.737,37.0,32.81,38.23,25.79,0.014,86977.9,1.003,8000.0,20669.3,0.7,0.324,1.36,37.28,4.47,20.51,NORMAL,16.84
7.303,3.715,86.64,32.29,39.57,29.89,0.01231,112766.5,3.172,8000.0,20941.98,0.465,0.777,2.707,36.98,4.68,16.58,NORMAL,23.36
3.243,3.735,90.18,28.78,31.67,18.43,0.02217,160749.9,1.469,8000.0,20712.72,0.964,0.277,1.044,30.36,1.58,0.0,NORMAL,0.0
1.547,4.175,36.76,25.61,28.13,19.3,0.01624,176922.4,1.15,8000.0,20574.64,0.612,0.717,1.184,25.96,0.35,0.0,NORMAL,0.0
2.276,3.785,76.07,23.2,24.78,18.44,0.02009,192292.3,2.234,8000.0,20696.11,0.739,0.475,1.458,23.22,0.02,0.0,NORMAL,0.0
5.765,3.244,95.61,26.34,29.99,24.45,0.01815,121529.5,3.662,8000.0,20786.38,0.718,0.302,1.19,28.43,2.09,0.0,NORMAL,5.21
7.55,4.156,48.9,36.04,45.86,34.04,0.00616,111188.5,1.153,7763.5,20061.15,0.946,0.643,3.003,46.71,10.67,69.73,HIGH,61.62
2.139,3.482,17.34,29.61,32.24,19.6,0.02585,182083.4,0.464,8000.0,20641.98,0.876,0.431,1.432,32.3,2.69,0.0,NORMAL,0.0
4.339,3.67,85.02,23.61,26.66,21.43,0.02879,123137.5,2.425,8000.0,20804.25,0.854,0.313,0.664,26.3,2.69,0.0,NORMAL,0.0
8.25,4.023,70.63,32.29,40.2,27.14,0.02469,129235.3,2.74,8000.0,20824.04,0.524,0.717,2.314,37.57,5.28,18.24,NORMAL,20.42
3.001,3.285,78.24,29.88,34.91,23.43,0.03622,106104.2,3.283,8000.0,20769.44,0.544,0.282,1.459,30.99,1.11,0.0,NORMAL,0.0
10.465,3.433,69.4,32.6,44.12,29.59,0.00516,86351.2,2.255,7710.0,19976.3,0.563,0.788,3.751,46.28,13.68,69.32,HIGH,54.09
2.615,4.077,47.77,25.86,29.42,18.73,0.0194,103101.3,1.936,8000.0,20653.71,0.56,0.746,1.061,26.3,0.43,0.0,NORMAL,0.0
1.889,3.317,96.81,23.49,24.21,19.73,0.03231,102105.1,0.763,8000.0,20641.19,0.917,0.237,0.514,23.49,0.0,0.0,NORMAL,0.0
11.757,3.717,66.02,38.35,49.06,31.49,0.0136,169044.6,1.501,8000.0,20652.16,0.639,0.498,4.024,51.3,12.96,91.55,CRITICAL,70.49
2.363,3.386,57.28,26.92,29.3,24.73,0.03575,156720.0,1.242,8000.0,20701.81,0.766,0.601,0.544,29.47,2.55,0.0,NORMAL,0.0
3.431,3.554,60.09,29.57,33.36,18.74,0.02538,87865.5,0.662,8000.0,20598.16,0.458,0.681,0.913,31.31,1.74,0.0,NORMAL,3.43
1.142,3.99,78.73,22.45,25.71,19.52,0.02769,82012.4,4.774,8000.0,20908.31,0.991,0.691,0.978,22.93,0.49,0.0,NORMAL,0.0
3.451,4.159,64.82,21.81,24.43,22.88,0.01989,136767.1,0.917,8000.0,20471.39,0.973,0.22,0.826,22.36,0.55,0.0,NORMAL,0.0
3.066,3.774,16.62,27.36,30.45,24.77,0.02563,148067.5,2.86,8000.0,20943.38,0.723,0.638,0.557,28.74,1.38,0.0,NORMAL,0.0
1.214,3.562,34.98,24.18,26.22,21.24,0.01867,160555.4,2.015,8000.0,20667.54,0.945,0.206,0.54,24.93,0.74,0.0,NORMAL,0.0
1.63,3.28,56.19,25.19,27.41,18.75,0.02001,116330.3,2.74,8000.0,20783.03,0.884,0.737,1.423,26.06,0.87,0.0,NORMAL,0.0
4.301,3.601,24.86,24.6,29.84,22.39,0.02265,147439.3,2.924,8000.0,20931.96,0.365,0.704,1.383,24.6,0.0,0.0,NORMAL,0.0
8.617,4.014,87.02,26.72,37.47,28.5,0.02263,152639.7,2.601,8000.0,20800.65,0.979,0.467,2.201,30.68,3.96,0.0,NORMAL,4.67
4.853,3.957,79.89,29.34,34.65,22.5,0.0292,83684.5,1.649,8000.0,20582.1,0.511,0.728,1.193,31.62,2.28,0.0,NORMAL,0.0
1.262,3.556,78.09,28.98,28.52,20.01,0.02993,198903.4,1.703,8000.0,20675.0,0.443,0.534,0.801,29.01,0.03,0.0,NORMAL,0.0
3.595,3.37,52.09,21.92,26.13,20.34,0.02834,193406.9,0.852,8000.0,20703.26,0.993,0.721,0.959,22.0,0.0,0.0,NORMAL,0.0
5.259,3.744,36.1,26.4,32.73,24.34,0.01337,125130.3,2.066,8000.0,20734.69,0.372,0.525,2.059,29.1,2.7,0.0,NORMAL,0.0
9.021,4.032,85.41,34.54,42.73,34.1,0.01142,151220.1,1.81,8000.0,20950.68,0.749,0.209,3.405,43.61,9.07,51.64,HIGH,46.36
11.079,3.762,41.75,38.38,49.18,34.85,0.00723,125541.9,4.962,8000.0,20834.64,0.953,0.499,3.433,54.8,16.42,100.0,CRITICAL,74.08
4.146,3.742,60.27,25.73,28.44,22.3,0.01932,180673.6,0.467,8000.0,20515.62,0.994,0.392,0.665,28.18,2.45,0.0,NORMAL,0.0
2.665,3.907,36.36,26.76,30.86,19.32,0.02782,90856.8,2.889,8000.0,20680.03,0.911,0.246,0.872,27.82,1.06,0.0,NORMAL,0.0
1.621,3.329,98.43,20.76,23.98,24.63,0.02888,100952.9,4.948,8000.0,21052.56,0.93,0.77,1.32,22.0,0.0,0.0,NORMAL,0.0
3.998,3.819,73.68,27.69,31.12,24.59,0.03539,167212.3,4.639,8000.0,20860.99,0.635,0.785,1.009,28.63,0.94,0.0,NORMAL,0.0
7.609,3.278,96.83,26.06,33.72,22.62,0.01241,109410.4,3.468,8000.0,20784.06,0.97,0.479,1.977,29.08,3.02,0.0,NORMAL,1.63
3.772,3.36,96.46,28.35,30.85,24.21,0.01685,198399.8,1.985,8000.0,20649.78,0.436,0.407,0.659,30.66,2.31,0.0,NORMAL,0.95
1.529,3.251,28.83,20.35,20.48,21.6,0.03619,180234.3,3.636,8000.0,20877.85,0.479,0.756,1.221,22.0,0.0,0.0,NORMAL,0.0
3.16,3.814,75.78,23.37,27.02,23.94,0.03388,179532.3,4.682,8000.0,20953.12,0.447,0.345,0.738,23.45,0.08,0.0,NORMAL,0.0
5.606,4.164,51.91,27.74,31.58,24.25,0.01101,100127.9,2.711,8000.0,20849.08,0.787,0.794,1.402,30.28,2.54,0.0,NORMAL,8.1
1.103,3.348,66.72,27.88,28.01,21.8,0.03225,103974.2,1.716,8000.0,20586.04,0.324,0.49,0.756,28.94,1.06,0.0,NORMAL,0.0
12.025,3.671,51.93,39.6,50.42,33.25,0.00633,177376.2,0.066,8000.0,20538.62,0.457,0.419,2.735,57.92,18.32,100.0,CRITICAL,70.85
1.085,4.094,15.14,22.23,22.9,18.04,0.03745,130819.5,2.531,8000.0,20735.95,0.616,0.659,0.553,22.36,0.13,0.0,NORMAL,0.0
12.464,4.05,71.28,39.24,49.18,38.74,0.0079,169398.1,0.465,8000.0,20391.86,0.555,0.759,4.305,57.03,17.79,100.0,CRITICAL,75.62
3.937,3.623,53.87,24.32,27.57,23.3,0.0354,155051.0,1.593,8000.0,20748.05,0.303,0.686,0.858,26.06,1.74,0.0,NORMAL,0.0
9.394,3.945,22.03,33.41,41.51,28.38,0.00623,184429.0,3.113,8000.0,20752.37,0.462,0.63,2.078,44.38,10.97,54.13,HIGH,49.24
10.122,3.243,68.96,36.53,47.76,38.46,0.01298,175678.7,1.389,8000.0,20650.73,0.337,0.264,4.714,48.31,11.79,72.65,HIGH,53.08
13.119,3.957,24.34,41.24,54.82,32.8,0.01199,160360.4,1.119,8000.0,20538.36,0.463,0.278,3.248,59.16,17.92,100.0,CRITICAL,69.86
10.116,3.926,88.89,39.55,50.33,33.16,0.0085,156203.4,2.944,8000.0,21019.57,0.66,0.717,3.741,52.08,12.53,87.69,CRITICAL,58.72
7.625,3.783,11.9,30.27,36.5,32.86,0.00755,175775.7,0.366,8000.0,20666.04,0.553,0.581,2.056,38.09,7.82,14.69,NORMAL,23.53
5.817,3.314,47.88,25.16,31.7,25.15,0.02067,139497.7,4.642,8000.0,20925.34,0.877,0.612,2.482,27.41,2.25,0.0,NORMAL,0.0
10.113,3.496,40.86,35.2,45.54,34.2,0.01419,142653.1,4.917,8000.0,21013.52,0.565,0.635,2.94,44.2,9.0,52.7,HIGH,46.04
2.207,3.372,89.49,24.87,26.65,20.14,0.0365,192918.5,4.946,8000.0,21017.62,0.58,0.265,0.504,26.14,1.27,0.0,NORMAL,0.0
5.356,3.259,76.93,34.98,39.6,24.12,0.01246,175261.4,0.033,8000.0,20390.84,0.521,0.373,1.877,40.37,5.4,29.48,CAUTION,24.61
5.766,4.099,33.8,34.86,38.86,26.56,0.0146,185763.5,0.012,8000.0,20552.07,0.41,0.65,1.646,39.2,4.34,28.09,CAUTION,8.77
9.429,3.382,40.5,30.55,38.7,34.29,0.00524,160863.7,0.516,8000.0,20554.86,0.441,0.782,3.722,44.35,13.8,54.6,HIGH,53.86
4.167,3.407,67.28,20.76,24.79,22.22,0.03427,125031.4,4.586,8000.0,21044.81,0.949,0.771,1.224,22.0,0.0,0.0,NORMAL,0.0
3.311,3.901,97.11,20.5,24.06,18.74,0.03318,191009.7,4.347,8000.0,20922.22,0.656,0.279,0.559,22.0,0.0,0.0,NORMAL,0.0
5.209,3.522,46.58,29.99,35.0,28.46,0.0258,110233.8,0.089,8000.0,20416.95,0.939,0.529,1.246,32.12,2.13,0.0,NORMAL,0.0
4.369,3.605,85.12,20.5,25.38,20.54,0.03617,118119.0,0.358,8000.0,20474.64,0.719,0.266,0.928,22.0,0.0,0.0,NORMAL,0.0
3.783,3.257,74.61,25.89,28.78,22.57,0.02191,107191.7,1.517,8000.0,20554.41,0.541,0.553,0.847,27.21,1.32,0.0,NORMAL,0.0
1.534,4.127,73.57,28.6,29.51,22.92,0.01779,165735.9,1.397,8000.0,20651.4,0.992,0.559,1.076,28.6,0.0,0.0,NORMAL,0.0
2.724,4.196,31.49,22.04,25.09,22.15,0.03299,150413.3,0.008,8000.0,20558.34,0.347,0.317,1.461,22.04,0.0,0.0,NORMAL,0.0
4.395,3.568,12.68,25.44,30.2,19.07,0.01974,148878.4,0.407,8000.0,20426.95,0.947,0.79,0.941,26.85,1.41,0.0,NORMAL,0.0
2.728,3.416,52.26,24.56,26.89,22.15,0.02605,164179.0,3.391,8000.0,20869.78,0.593,0.353,1.233,25.97,1.41,0.0,NORMAL,0.33
4.33,3.906,64.81,29.93,32.49,23.64,0.03755,179389.6,2.956,8000.0,20853.51,0.854,0.724,0.823,33.02,3.09,0.0,NORMAL,0.0
1.272,3.958,52.99,23.34,25.93,21.89,0.03161,111319.7,1.769,8000.0,20712.96,0.863,0.785,0.719,23.34,0.0,0.0,NORMAL,0.0
2.979,3.354,44.59,27.64,29.9,24.06,0.02457,171534.6,1.225,8000.0,20513.78,0.515,0.784,0.833,29.38,1.75,0.0,NORMAL,0.0
8.861,3.687,35.97,32.76,41.67,23.67,0.01225,142550.5,2.373,8000.0,20873.09,0.355,0.635,1.326,40.43,7.66,35.2,CAUTION,24.34
2.691,3.395,87.35,22.37,25.89,20.92,0.03177,186939.9,3.193,8000.0,20847.25,0.852,0.661,1.401,22.37,0.0,0.0,NORMAL,0.0
11.369,3.434,25.28,38.81,49.46,30.89,0.01214,84785.7,1.523,8000.0,20524.26,0.815,0.402,3.952,54.26,15.45,100.0,CRITICAL,69.18
14.244,3.694,10.48,36.28,48.79,31.9,0.01494,108131.0,0.665,8000.0,20520.53,0.486,0.433,3.525,53.19,16.92,100.0,CRITICAL,79.39
1.405,3.6,19.74,26.38,27.96,18.03,0.0173,101572.3,4.586,8000.0,20910.26,0.893,0.78,0.893,27.36,0.97,0.0,NORMAL,0.0
1.317,3.675,49.85,25.23,24.19,24.0,0.03444,86710.8,0.579,8000.0,20538.75,0.687,0.246,0.731,27.01,1.78,0.0,NORMAL,0.0
4.724,3.584,60.41,28.37,34.49,23.91,0.01573,160215.4,4.193,8000.0,21036.4,0.834,0.5,1.22,30.33,1.96,0.0,NORMAL,2.14
11.721,3.273,72.78,33.45,44.51,33.76,0.01511,174840.1,2.814,8000.0,20801.04,0.633,0.347,2.991,42.93,9.47,41.96,CAUTION,28.37
5.506,3.276,60.48,27.09,33.51,27.37,0.0164,143114.7,2.347,8000.0,20723.14,0.365,0.304,2.468,30.58,3.49,0.0,NORMAL,0.0
11.067,3.462,67.13,35.14,43.84,31.41,0.00712,180058.8,1.278,8000.0,20753.77,0.36,0.376,2.457,48.42,13.28,75.4,CRITICAL,52.74
6.555,3.723,20.52,32.73,40.67,29.77,0.02824,156609.1,3.5,8000.0,20889.05,0.771,0.673,2.065,35.46,2.72,4.07,NORMAL,0.0
7.639,3.413,49.52,25.77,32.15,26.72,0.02218,157444.0,2.454,8000.0,20914.45,0.999,0.608,1.608,29.42,3.65,0.0,NORMAL,5.89
1.726,3.826,73.87,25.83,27.42,23.84,0.02347,107938.8,0.515,8000.0,20560.23,0.843,0.482,0.85,25.83,0.0,0.0,NORMAL,0.0
6.11,3.962,39.18,30.27,36.07,23.7,0.02126,195864.9,4.106,8000.0,21039.76,0.622,0.462,1.844,34.32,4.05,1.67,NORMAL,2.86
3.398,4.092,33.16,23.35,25.71,24.96,0.01864,139293.1,3.425,8000.0,20676.42,0.913,0.396,1.155,23.5,0.15,0.0,NORMAL,0.0
7.86,4.144,34.83,29.17,35.54,27.77,0.01776,195558.8,3.85,8000.0,20944.8,0.64,0.656,1.452,33.4,4.23,0.0,NORMAL,0.0
